mean_freq,sd_freq,median_freq,q25_freq,q75_freq,iqr_freq,skewness,kurtosis_val,spectral_flatness,tempogram,mode_freq,centroid_freq,peak_freq,mean_fun,min_fun,max_fun,mean_dom,min_dom,max_dom,fund_freq,mod_index,label
0.1019252002241191,1258.4846731783268,1.1010639910428577,0.9119170780153196,2.15663597898395,0.0012447189009686,616.1240846461845,-0.0011481580776363,0.0046593435108661,0.0001326473999301,0.0,1722.1890756757623,166.0,1.862974092364311e-05,5.288513515999682e-13,6.39476552605629e-05,0.1326473999301135,-2.4530830579322976e-16,1.0,205.31204256752883,15.314356986598368,male
0.1417553600648942,1087.4126992159672,2.27982253033298,1.5979408044953534,3.019069838547977,0.0014211290340526,303.676154987701,-0.0001254035366129,0.0005175101105123,0.0001463892137948,0.0,2486.438634032396,153.0,5.431602522730827e-05,2.8211150784045457e-06,0.0001326300352811,0.1463892137948034,-2.08958184185763e-16,1.0,239.98917565497655,29.89206688453041,male
0.0869561198789195,772.4317098080271,0.8331236689035005,0.6557124986952171,1.6135507957643649,0.0009578382970691,517.7437180044689,-0.0008776969137893,0.000444381206762,0.0001602058830152,0.0,1172.3619567977016,124.0,1.1434379033744337e-05,3.726945433299989e-07,3.725643083453178e-05,0.1602058830152103,-2.7110416788371693e-16,1.0,172.9316508974841,10.60306446116775,male
0.2721804045549598,754.611926884699,1.2794893368752993,1.0624109085533715,1.5125052737765747,0.0004500943652232,422.53160453787297,0.0003007072221286,0.0002303090295754,0.0001999559605647,0.0,1498.935591854574,582.0,1.334143429994583e-05,3.742319531738758e-06,2.3551715537905693e-05,0.1999559605647068,-3.1011883139307995e-16,1.0,212.7327060877248,32.12251795196545,male
0.1589946279290235,634.7406719460471,1.7629286368298518,1.4794576282109828,2.1067284300970583,0.000627270801886,243.8297297660436,0.0006541346025086,0.0001102453461498,0.0001809451167122,0.0,1896.108755706104,83.0,7.11383894085884e-05,1.527331303805113e-05,0.0001762622892856,0.1809451167122773,-3.2299543465571616e-16,1.0,236.45079159155043,9.935689133380173,male
0.7673691860465117,372.3394184585742,1.2848919970173969,1.022802745705115,1.46098432479144,0.0004381815790863,301.5611654927857,0.0038102934207375,0.0001620489783817,0.0001956519668862,0.0,1307.728911337482,102.0,1.837180182337761e-05,1.538963639177382e-06,0.0001128052473068,0.1956519668862401,-2.8633795641880747e-16,1.0,176.01645925509294,50.76169092042487,male
0.2284215913436663,434.9632294120802,1.40094982967715,1.2806123125020454,1.552701761610624,0.0002720894491085,280.293100007141,0.0016003802375127,0.0002281444903928,0.0001748046038701,0.0,1479.5396824293596,108.0,2.429597079753876e-05,7.241889834403992e-06,7.43730366230011e-05,0.1748046038701929,-3.9411229317595316e-16,1.0,158.34641649539967,10.074207294336684,male
0.3289911128170303,634.143182987511,1.476548629091914,1.2143060775194086,1.7295774133969175,0.0005152713358775,293.4603766377159,-0.0007846794745852,7.163262489484623e-05,0.0001480812437012,0.0,1600.1604064353294,89.0,0.0001343996971845,1.2083333916962146e-05,0.0002929740548133,0.148081243701281,-2.4574933589543244e-16,1.0,269.7044490060368,12.506711253112504,male
0.2254045010169936,482.0426770811089,1.278985125719364,1.0886154424080576,1.5405272348950785,0.000451911792487,319.68194950726377,0.0003984566463249,0.0001946594711625,0.00016689124068,0.0,1380.9020409634045,403.0,4.156464710831642e-05,1.931402017362416e-06,0.0001474511623382,0.1668912406800694,-2.742415797554652e-16,1.0,220.4078720901571,16.95675574471762,male
0.3302193243978948,492.7375013883305,1.2369867504899863,1.0529583662244564,1.6273081409049837,0.0005743497746805,280.2790437190515,-0.0003825877548306,0.0021888338960707,0.0001219045610434,0.0,1369.1456330644346,66.0,4.124307259917259e-05,1.7735979781718926e-08,0.0001241535916924,0.1219045610434173,-2.352243371472572e-16,1.0,235.0718749194512,11.431005691815908,male
0.2053628799356339,1010.3702101362868,1.1861224095036245,0.9325714797663645,1.955954417821431,0.001023382938055,363.8343590005047,-0.0003851519587244,0.0004585289862006,0.0001813672706164,0.0,1601.9610473610485,705.0,2.735339291393757e-05,1.7944752471521497e-08,7.935305684804916e-05,0.1813672706164867,-2.5618181186260973e-16,1.0,285.3451441630928,80.12870154221056,male
0.293841418916775,529.9996349822328,0.9395404793490084,0.8110452361694331,1.1980796061673489,0.0003870343699979,404.2405803603912,0.0005116147822924,8.847467688610777e-05,0.0001662287363936,0.0,1131.284762764262,116.0,4.343914240598679e-05,9.559358470141889e-06,0.0001175887435674,0.1662287363936585,-3.5567958442163797e-16,1.0,137.85230566291006,5.081522194565633,male
0.4407197177233776,698.9627615982077,1.5123948511651757,1.1041265743729154,1.8464298190406117,0.0007423032446676,456.6196855884023,-0.0001590227452903,0.0002459463430568,0.0001285252224471,0.0,1598.7773608161444,74.0,8.121630549430847e-05,2.233443083241582e-06,0.0001411841064691,0.1285252224471648,-2.1004551811076515e-16,1.0,182.67101498336035,11.968614897023944,male
